TabelaHashLinearAutoria,tamanho da tabela,tamanho do conjunto,tempo de inserção (ms),tempo de busca (ms), colisoes
"Hash resto da divisão, com rehasing linear",100000000,10000000,24163.3371,147.2874, 555427
