TabelaHashLinearAutoria,tamanho da tabela,tamanho do conjunto,tempo de inserção (ms),tempo de busca (ms), colisoes
"Hash resto da divisão, com rehasing linear",10000000,1000000,2367.0580,18.1233, 55112
